Filename,Original,Translate,Translate_GPT_1
fiore_189.csv,"Quella mena conseco alcuna giente,",Lei porta con sé alcuna gente,Lei accompagna alcuni individui
fiore_189.csv,La qual sapranno ben sua malatia.,La quale saprà benissimo la sua malattia.,La quale conoscerà profondamente la sua afflizione.
fiore_190.csv,Ancor non dé aver femina credenza,Nessuna donna creda ancora,Nessuna femmina abbia ancora fede
fiore_190.csv,"Che nessun huon malia far le potesse,",Che nessun uomo potesse farle male,Che nessun uomo le recasse danno
fiore_190.csv,"Néd ella ancor d’altrui, s’ella potesse","Né lei a nessuno altro, se lei potesse,"," lo direbbeNemmeno lei a nessun'altra persona, se potesse, esprimerebbe ciò."
fiore_190.csv,C’altri l’amasse   contra sua voglienza.,Che un altro la amasse contro la sua volontà.,Che un altro la corteggiasse nonostante il suo rifiuto.
fiore_190.csv,"Medea, in cui fu tanta sapienza,","Medea, in cui c'era tanta saggezza,"," rispose alle domandeMedea, abbondante di acume, diede le sue risposte ai quesiti."
fiore_190.csv,Non potte far che Giesonò tenesse,Non poté fare che Giasone la tenesse,Non gli fu possibile evitare che Giasone la trattenesse.
fiore_190.csv,"Per arte nulla, ch’ella gli faciesse,","Con nessun tipo di arte che gli fece,"," lui non riuscì a superare la sua pauraCon nessuna forma di abilità che gli fu mostrata, lui non riuscì a vincere la sua timore."
fiore_190.csv,Sì ch’e’ ’nver’ lei tornasse   la sua ’ntenza.,Così che tornasse verso di lei la sua intenzione.,In modo che la sua volontà ritornasse verso di lei.
fiore_190.csv,"Sì non dea nessun don, che guari vaglia,",Non dia nessun dono che valga per la guarigione,Non offrire alcun regalo che possa servire come cura
fiore_190.csv,A null’amante tanto l’apregiasse:,A nessun amante che l'apprezzi tanto:,A nessun amante che lo stimi così tanto
fiore_190.csv,"Doni borsa, guanciale, o tovaglia,","Doni borsa, guanciale o tovaglia,"," ai miei cariRegalo, cuscino o tovaglia, ai miei amati"
fiore_190.csv,"O cinturetta, che poco costasse,","O cinturino, che costi poco,"," è di scarsa qualitàO cinturino, a basso prezzo, è di discutibile qualità."
fiore_190.csv,"Covriciefo, o aguglier di bella taglia,","Copricapo, o ago di bella taglia,","Copricapo di grande dimensioni, o ago di generose proporzioni."
fiore_190.csv,"O gumitol di fil, s’egli ’l degniasse.","O gomitolo di filo, se egli lo gradisse.","Un intreccio di corda, se lui lo desiderasse."
fiore_191.csv,"Ma ciascun uon, c’avesse in sé ragione,","Ma ogni uomo, che avesse in sé ragione,","Ciascun individuo, dotato di buon senso,"
fiore_191.csv,"O che del mondo ben savio sarebe,","O che fosse ben saggio nel mondo,",O che fosse assennato nel mondo.
fiore_191.csv,"Ma’ don’ di femina non prenderebe,","Non prenderebbe una donna in dono,"," non ne avrebbe alcun bisognoNon farebbe un regalo di una donna, non ne avrebbe necessità."
fiore_191.csv,"Ch’e’ non son che•llacci di tradigione,","Perché sono solo legami di tradizione,"," non c'è alcun sentimentoPoiché sono solo connessioni di abitudine, non c'è nessuna emozione."
fiore_191.csv,"Ché quella, che faciesse donagione,",Perché quella che farebbe una donazione,?Perché quella che effettuerebbe una donazione?
fiore_191.csv,"Contra la sua natura pecherebe,","Contro la sua natura pecherebbe,",In contrasto con il suo istinto peccherebbe.
fiore_191.csv,E ’n gran follia ciascun gliele porebe,E sarebbe una grande follia se la prendesse,Sarebbe una grande sciocchezza se la prendesse
fiore_191.csv,Sed ella no ’l faciesse a tradigione.,Se non lo facesse per tradizione.,Se non lo facesse per consuetudine.
fiore_191.csv,"Perciò ciascuna pensi, quando dona,","Perciò ognuna pensi, quando dona,"," a quanto le costaDi conseguenza ognuna rifletta, quando dona, su quanto le costi"
fiore_191.csv,"Che doni nella guisa, c’ò parlato,","Di donare nella maniera che ho detto,",Di elargire nel modo che ho indicato.
fiore_191.csv,"Sì che, quand’ella avrà passata nona,","Affinché, quando avrà superato la giovinezza,"," possa ricordare con piacere la sua vitaAffinché, quando avrà trascorso la gioventù, possa rievocare con soddisfazione la sua esistenza."
fiore_191.csv,Il guardacuor suo sia sì fodrato,Il suo cuore sia così protetto,Il suo cuore sia così custodito.
fiore_191.csv,Ch’ella non cagia a merzé di persona.,Che non cada in potere di persona.,Che non ricada sotto il dominio di qualcuno.
fiore_191.csv,E ciò tien tutto al ben aver guardato.,E questo dipende tutto da una buona attenzione.,E questo dipende tutto da una buona vigilanza.
fiore_192.csv,"Al ben guardar fallì’, lassa dolente,","Se la buona attenzione fallisce, si lascia triste,","Se l'accortezza non riesce, si rimane sconsolati."
fiore_192.csv,"Ché•cciò, c’all’un togliea,   a l’altro donava:","Perché quello che toglieva a uno, all'altro donava:","Perché ciò che sottraeva a uno, all'altro donava."
fiore_192.csv,"Come ’l danaio venia, così n’andava,","Come il danese veniva, così se ne andava,","Come il danese arrivava, così se ne usciva."
fiore_192.csv,Non faciea   forza d’aver rimanente.,Non faceva forza per avere una rimanenza.,Non si sforzava per ottenere un avanzo.
fiore_192.csv,"I’ era di ciascun molto prendente,","Ero molto interessato a ognuno,",Ero molto curioso di tutti.
fiore_192.csv,"E tutto quanto a un ribaldo i’ ’l dava,","E tutto quanto davo a un ladro,"," non lo vedevo piùE tutto ciò che fornivo a un brigante, non lo osservavo più."
fiore_192.csv,"Che “Puttana comune” mi chiamava,","Che mi chiamava ""Puttana comune"",","Che mi definiva ""Donna di vita dissipata""."
fiore_192.csv,E mi battea   la schiena ben sovente.,E mi batteva la schiena spesso.,E mi percuoteva la schiena frequentemente.
fiore_192.csv,"Quest’iera que’, che più mi piaciea,","Questo era quello che mi piaceva di più,",Questo era ciò che mi piaceva di più.
fiore_192.csv,"E gli altri “Amici dolci” i’ apellava,","E gli altri li chiamavo ""Amici dolci"",","Gli altri li chiamavo ""Carissimi""."
fiore_192.csv,"Ma solamente   a costui ben volea,","Ma volevo solo bene a questo,",Volevo solo il meglio per questo.
fiore_192.csv,Che molto tosto s’apacificava,"Che si pacificava molto rapidamente,",Che si placava molto velocemente.
fiore_192.csv,"Comeco, sì battuta no•m’avea,","Perché, se non mi aveva battuto,"," io non sarei quiSe non avesse sconfitto me, io non sarei qui."
fiore_192.csv,Ché troppo dolze mente   mi schufiava.,Che troppo dolcemente mi confortava.,Che mi rincuorava con eccessiva tenerezza.
fiore_193.csv,"S’i’ fosse stata, per l’anima mia,","Se fosse stata, per la mia anima,"," la possibilità di scegliereSe fosse stato, per il mio spirito, l'opportunità di decidere."
fiore_193.csv,"Ben savia in giovaneza, e conosiente,","Ben saputa in giovinezza, e compresa,"," la veritàBen conosciuta in gioventù, e compresa, la realtà."
fiore_193.csv,"Ch’i’ era allor sì bella, e sì piaciente,","Che era allora così bella, e piacevole,"," oggi è dimenticataChe era allora così splendida, e gradevole, oggi è trascurata."
fiore_193.csv,"Che ’n ognie parte novelle ne gia,",Che ogni parte di novelle di me giungevano,Che ogni segmento delle mie notizie arrivava
fiore_193.csv,"I’ sarè’ troppo richa, in fede mia;","Sarei troppo ricca, lo giuro,","Sarei immensamente ricca, lo prometto."
fiore_193.csv,"Ma i’ sì ’l dava tucto a quel dolente,","Ma lo davo tutto a quell'infelice,",Davo tutto a quell'infelice sventurato.
fiore_193.csv,"C’a ben far   non fu anche conosciente,",Che non fu capace di fare il bene,Che non fu in grado di fare il bene
fiore_193.csv,Ma tutto dispendea in ribalderia.,Ma tutto lo spendeva in sconsideratezza.,Ma tutto lo spendeva in prodigalità.
fiore_193.csv,Né no•gli piaque nulla risparmiare,Né gli piaceva risparmiare nulla,Non gli piaceva spendere tutto.
fiore_193.csv,"Ch’e’ tutto no ’l bevesse, e no ’l giucasse,",Che tutto non lo bevesse e non lo giocasse,Che nessuno lo assaporasse e non lo impiegasse
fiore_193.csv,Tant’era tenperato a pur mal fare!,Tanto era incline a fare il male!,Tanto era propenso a perpetrare il male!
fiore_193.csv,"Sì c’a la fin convene ch’i’ lasciasse,","Così alla fine conviene che io lo lasciassi,",Alla fine si dimostrò utile che io lo abbandonassi.
fiore_193.csv,"Quand’i’ non ebi più, che gli donare:",Quando non ebbi più nulla da donare:,Quando non avevo più nulla da offrire
fiore_193.csv,E’ me e sé di gran richeza trasse».,Trarre gran ricchezza di me e di se.,Accaparrarsi grande abbondanza di me stesso e di sé.
fiore_194.csv,Così à quella Vechia sermonato.,Così disse quella Vecchia.,Così pronunciò quell'Anziana.
fiore_194.csv,"Bellacoglienza molto queta è stata,",Bellacoglienza è stat molto quieta,Bellacoglienza è stata estremamente tranquilla.
fiore_194.csv,"E molto volontier l’à ascoltata,",E molto volentieri l'ha ascoltata,Era lieto di ascoltarla.
fiore_194.csv,E molto e’ n’è ’l su’ cuor rasicurato:,E il suo cuore è molto più rassicurato,E il suo cuore è molto più tranquillo.
fiore_194.csv,"Sì ch’e’ seria legier a far mercato,",Così che sarebbe facile fare affari,In modo da rendere le transazioni semplici.
fiore_194.csv,"Se Gielosia non vi fosse trovata,","Se non ci fosse la Gelosia,"," non ci sarebbe l'InvidiaSe non ci fosse la Gelosia, non ci sarebbe il Rancore."
fiore_194.csv,"E ’ tre portier’, che fanno gran veghiata,","E i tre portieri che fanno una grande vigilanza,",E i tre guardiani che fanno una gran sorveglianza.
fiore_194.csv,Ché ciascun dotta d’eser barattato.,Perché ognuno sa come barattare.,Perché tutti sono consapevoli di come scambiare.
fiore_194.csv,"Di Mala-Bocca, che già era   morto,","Per Malabocca, che era già morto",", il funerale fu una triste cerimoniaPer Malabocca, che era già deceduto, il seppellimento fu una melanconica manifestazione."
fiore_194.csv,"Nessun di lor non faciea mala ciera,",Nessuno di loro non fece una cattiva espressione,Nessuno di loro assunse un'aria spiacevole
fiore_194.csv,"Ché, chi l’amasse, sì faria gran torto:","Perché chi lo amasse, farebbe un torto grande","Perché chi lo amasse, sarebbe ingiusto"
fiore_194.csv,"Ch’e’ non finava di dìe, né da sera,","Perché non finiva di giorno, ne di sera,"," ma a mezzanottePerché non cessava di giorno, né di sera, bensì alla mezzanotte."
fiore_194.csv,"Di dar a Gielosia nuovo sconforto,",Di dare nuovo sconforto a Gelosia,Provocare ulteriore desolazione a Gelosia.
fiore_194.csv,Né non diciea giamai parola vera.,E non diceva mai una parola vera.,E non pronunciava mai una frase autentica.
fiore_195.csv,Bellacoglienza la parola prese,"Bellacoglienza prese la parola,",Bellacoglienza si esibì in un discorso.
fiore_195.csv,"E sì rispuose, come ben parlante:","E si rispose, come un ben parlante:","E si replicò, come un eloquente oratore:"
fiore_195.csv,"«Gientil madonna, i’ vi fo grazie mante","Gentile madonna, io vi ringrazio molto","Gentilissima signora, io sono estremamente grato a voi."
fiore_195.csv,Che di vostr’arte mi siete cortese;,Per la vostra cortesia nei miei confronti;,Per la vostra gentilezza nei miei confronti.
fiore_195.csv,"Ma ’l fatto de l’amor no•m’è palese,","Ma il fatto dell'amore non è palese,","Tuttavia, l'essenza dell'affetto non è evidente."
fiore_195.csv,Se non se in parole trapassante.,Se non in parole transitorie.,Se non in frasi efemere.
fiore_195.csv,Ched i’ sia   di danar ben procacciante?,Posso essere benestante di denaro?,Posso essere ricco di denaro?
fiore_195.csv,"I’ n’ò assai, per farne belle spese.","Io ne ho assai, per fare belle spese.","Io ne ho abbondanti, per effettuare grandi acquisti."
fiore_195.csv,"D’avere in me maniera bella e giente,","Per avere un bell'aspetto e modi gentili,"," bisogna impegnarsiPer presentare un aspetto gradevole e comportarsi con cortesia, bisogna applicarsi."
fiore_195.csv,"A•cciò vogl’i’ ben metter mia balia,","Voglio mettere la mia attenzione,",Desidero porre la mia concentrazione.
fiore_195.csv,In tal maniera che•ssia   sofficiente.,In maniera tale che sia sufficiente.,In modo da soddisfare i requisiti.
fiore_195.csv,"Se voi mi parlate di malia,","Se voi mi parlate di malia,"," io non capiscoSe voi mi parlate di incantesimo, io non comprendo"
fiore_195.csv,"Ch’ella non può tornar già cuor di gente,","Che lei non può tornare nel cuore della gente,",Che lei non può rientrare nel favore della gente.
fiore_195.csv,"Creda ’l chi vuole, ch’i’ la teng’a•ffollia.","Creda chi vuole, che la tengo come follia.","Creda a chi piace, che la considero un'insania."
fiore_196.csv,"Del bel valetto, che vo’ mi parlate,","Del bel valletto che mi avete parlato,"," io non so nullaDel grazioso servitore di cui mi avete parlato, io non conosco niente."
fiore_196.csv,"In cui tanta vertute è riposata,","In cui è riposto tanto valore,",In cui è custodito tanto pregio.
fiore_196.csv,"Sed e’ la s’à, per me gli sia chitata:","Egli l'ha, per me gli sia accordato:","Lui l'ha, che io gli conceda."
fiore_196.csv,"S’i’ l’amo, i’ l’amerò come mi’ frate.","Si lo amo, io lo amerò come mio fratello.",Io lo amerò con affetto fraterno.
fiore_196.csv,"Ma per le gioie, ch’e’ m’à presentate,","Ma per i piaceri che mi ha presentato,"," la vita mi ha fatto un grande donoPer le delizie che mi ha offerto, la vita mi ha fatto un grande regalo."
fiore_196.csv,La mi’ veduta no•gli fia vietata;,La mia opinione non gli sarà vietata;,La mia opinione non gli sarà proibita.
fiore_196.csv,"Ma venga il più che puote a la cielata,","Ma venga il più che può alla corte,"," venga chi puòMa accorra il più numeroso possibile alla corte, si presenti chiunque possa."
fiore_196.csv,"E, sed e’ piacie a voi, sì ’l ci menate.","E se piace a voi, lo conducetemi.","Se vi aggrada, portatemi lì."
fiore_196.csv,"Ma che sia fatto tosto, san’ dimora,","Ma che sia fatto subito, senza dimora,","Ma che sia compiuto immediatamente, senza indugio."
fiore_196.csv,Perciò che Gielosia non può sofrire,Perché Gelosia non può soffrire,Perché Gelosia non può tollerare
fiore_196.csv,Ched ella stea sanza vedermi un’ora:,Di star senza vedermi un'ora:,Restare senza scorgere me per un'ora.
fiore_196.csv,"Ché molte volte si parte per gire,","Perché molte volte parte per girare,",Perché molte volte parte per viaggiare.
fiore_196.csv,"E ’l Diavol, che di notte in lei lavora,","E il Diavolo, che di notte in lei lavora,","Ed il Demonio, che di notte su di lei opera,"
fiore_196.csv,Sì•lla fa mantenente rivenire».,La fa subito tornare.,La fa immediatamente ritornare.
fiore_197.csv,"La Vechia sì la va rasicurando,","La vecchia rassicurando loro,"," disseLa anziana tranquillizzando loro, affermò"
fiore_197.csv,E dicie: «Sopra me lascia la cura,"e dice: ""Lascia che sia mia la cura"," di questa situazione""Lasciami prendermi cura di questo problema."
fiore_197.csv,"Di questo fatto; non aver paura,","di questo fatto; non aver paura,","non temere, a proposito di ciò"
fiore_197.csv,Chéd io il saprò ben andar cielando.,perchè io saprò andare a nascondere bene,perchè io saprò celare abilmente
fiore_197.csv,E gisse Gielosia tuttor ciercando,E andò Gelosia cercando tuttora,E andò Gelosia ricercando ancora
fiore_197.csv,"Qua entro, sì seria grande sciagura","Qua dentro, una gran sciagura seria,","In questo luogo, una grande calamità sarebbe terribile."
fiore_197.csv,"S’ella ’l trovasse, ma i’ son sicura","Se lei la trovasse,ma io sono sicura"," che non lo faràSe lei la scoprisse, ma sono certa che non accadrà."
fiore_197.csv,Che poco le varria su’ gir   sogniando».,"se solo si addormentasse sognando"".",se solo si assopisse sognando.
fiore_197.csv,"«Dunque potete voi farlo venire,","Dunque potete potete farlo venire,",Dunque potete provocare la sua presenza.
fiore_197.csv,"Ma’ ched e’ si contegnia come sagio,","ma solo che si comporti con saggezza,",ma solo che agisca con saggezza.
fiore_197.csv,Ch’e’ non pensasse a•ffar nesun ardire».,e non pensi a fare nulla di audace.,e non pensi a compiere nulla di ardito.
fiore_197.csv,"«Figluola mia, e’ non fecie anche oltragio","Figlia mia, non fece nessun oltraggio","Figlia mia, non perpetrò nessuna offesa."
fiore_197.csv,"I•nessun luogo, ch’i’ udisse dire,","In nessun luogo, che io udissi dire.","In alcun luogo, che io sentissi narrare."
fiore_197.csv,Ma troppo il loda l’uon di gran vantagio».,Ma troppo loda l'uomo di gran vantaggio.,Ma eccessiva lode è un grande beneficio per l'uomo.
fiore_198.csv,Alor sì fecier fine al parlamento.,Allora fece finire la conversazione.,Allora conclusero la discussione.
fiore_198.csv,"La Vechia se ne venne al mi’ ostello,","La vecchia venne al mio ostello,",La anziana giunse al mio albergo.
fiore_198.csv,"E disse:   «Avrò io sorcotto e mantello,","e disse: ""Prenderò il cappotto e il mantello,"," grazie""E affermò: ""Sarò il proprietario del giaccone e della cappa, per favore""."
fiore_198.csv,"Sed i’ t’aporto alcun buon argomento,","ma ti porterò una buona notizia,",ma ti recherò una lieta novella.
fiore_198.csv,Che ti trarrà di questo tuo tormento?».,"che ti libererà da questo tuo tormento?""",che ti esimerebbe da questo tuo afflizione?
fiore_198.csv,"I’ dissi: «Sì, d’un verde fino e bello;","Io Dissi: ""Sì, con un verde fine e bello,"," con un cielo azzurro.""Io esclamai: ""Assolutamente, con una gradevole ed incantevole conclusione, e un cielo ceruleo."""
fiore_198.csv,"Ma, sì sacciate, non fia san’ pennello",ma sappiate che non sarà senza un pennello,ma sappiate che non sarà senza una spazzola
fiore_198.csv,"Di grigio, con ogni’altro guernimento».","di grigio, con tutti gli altri ornamenti.","di aspetto monocromatico, insieme a tutti gli altri adornamenti."
fiore_198.csv,"D’Amico mi sovenne, che mi disse","Mi venne in mente Amico, che mi disse","Mi venne in mente un Confidente, che mi informò"
fiore_198.csv,"Ched i’ faciesse larga promessione,","perchè io facessi una grande promessa,",affinché io mi impegnassi in una solenne promessa
fiore_198.csv,"Ma ’l più, ch’i’ posso, il pagar soferisse:",ma di pagare il più possibile se fosse necessario:,ma di elargire il più possibile se fosse necessario.
fiore_198.csv,Avegnia ch’i’ avea ferma ’ntenzione,per quanto avessi l'intenzione ferma,Per quanto avessi l'aspirazione determinata
fiore_198.csv,"De dar ben a coste’, s’ella m’aprisse,","di dare molto, se mi avesse detto","di offrire abbondantemente, se mi avesse informato"
fiore_198.csv,Che quell’uscisse   fuor della pregione.,che sarebbe uscito dalla prigionia.,che si sarebbe liberato dalla detenzione.
fiore_199.csv,"La Vechia disse allor: «Amico mio,","La vecchia allora disse: ""Amico mio,"," non temere!""La senior allora esclamò: ""Compagno, non aver paura!"""
fiore_199.csv,"Queste son le novelle, ch’i’   t’aporto:",Queste sono le notizie che ti porto:,Questa è la notizia che ti trasmetto:
fiore_199.csv,Bellacoglienza salute e conforto,"Bellacoglienza salute e conforto,","Accoglienza benevola, benessere e comodità."
fiore_199.csv,"Te manda, se m’aiuti l’alto Dio;","Ti manda, se mi aiuti l'alto Dio;","Ti invia, se io ottengo l'aiuto del Sovrano Divino."
fiore_199.csv,Sì ch’i’   ti dico ben ched i’   cred’io,Io ti dico che ti credo,Io ti affermo che ti reputo
fiore_199.csv,Che•lla tua nave ariverà a tal porto,Che la tua nave arriverà a quel porto,?Che il tuo vascello giungerà a quell'approdo?
fiore_199.csv,Che•ttu sì coglierai   il Fior dell’orto».,"Che tu coglierai il Fiore del giardino"".",Che tu raccoglierai la Blossoma del parco.
fiore_199.csv,"Questo motto fu quel, che mi guerio.",Questo motto quello che mi guarì.,Questo adagio fu ciò che mi curò.
fiore_199.csv,"«Or te dirò, amico, che farai:","Ora ti dirò, amico, che farai:","Adesso ti informerò, amico, cosa eseguirai"
fiore_199.csv,"All’uscio, c’apre verso del giardino,","Alla porta che apre verso il giardino,",Alla porta che conduce al giardino
fiore_199.csv,Ben cheta mente tu te ne verai;,Tranquillamente tu te ne andrai;,Calmamente tu ti allontanerai.
fiore_199.csv,"Ed i’   sì me ne vo ’l dritto camino,","E io me ne andrò per il cammino dritto,",Io me ne andrò per la via diritta.
fiore_199.csv,"E sì farò c’aperto il troverai,","E la troverò aperta,",E la individuerò aperta.
fiore_199.csv,Sì che•ttu avrai   il Fior in tuo dimino».,In modo che tu avrai il Fiore in tua custodia.,Così tu possiederai il Fiore.
fiore_200.csv,"La Vechia atanto da me si diparte,","La vecchia allora si allontanò da me,",La vecchia allora si distanziò da me.
fiore_200.csv,"E ’l camin ebe tosto passegiato,","E il cammino fu presto percorso,",E la strada fu velocemente percorsa.
fiore_200.csv,"E quand’i’ fui un poco dimorato,","E quando mi fermai un poco,"," lo vidiQuando mi arrestai per un momento, lo notai"
fiore_200.csv,"Verso ’l giardin n’andai   da l’altra parte,","Andai dall'altra parte verso il giardino,",Vagai nella direzione opposta verso l'orto.
fiore_200.csv,"Pregando Idio, che mi conduca ’n parte,",Preghiando Dio di condurmi dalla parte, buonaImplorando Dio di guidarmi verso la strada giusta.
fiore_200.csv,Ch’i’ de mia malatia fosse sanato.,Che la mia malattia fosse sanata.,Che la mia infermità fosse guarita.
fiore_200.csv,Aperto l’uscio sì ebi trovato;,Aperta la porta ebbi trovato;,Svitata la porta avevo individuato.
fiore_200.csv,Ver è ch’era sochiuso tutto ad arte.,Era socchiuso tutto ad arte.,Era accuratamente aperto in parte.
fiore_200.csv,Co•molto gran paura dentro entrai;,Con molto grande paura entrai dentro;,Con tremendo terrore entrai dentro;
fiore_200.csv,"Ma quand’i’ vidi Malabocca morto,","Ma quando vidi Malabocca morto,"," fui sopraffatto dal doloreQuando scorsi Malabocca deceduto, fui travolto da una profonda tristezza"
fiore_200.csv,Vie men del fatto mio sì mi dottai.,Mi sentii meno preoccupato per la mia situazione.,Mi sentii meno ansioso riguardo alla mia situazione.
fiore_200.csv,"Amor trovai,   che mi diè gran conforto","Trovai Amore, che mi diede grande conforto","Ritrovai Affetto, che mi fornì notevole sollievo."
fiore_200.csv,"Co•l’oste sua, e molto m’allegrai","Con la sua ospitalità, e mi allegrai molto","Con la sua gentilezza, mi rallegrai enormemente"
fiore_200.csv,"Che ciascun v’era, no•vi trarria corto.","Che ognuno vi era, non vi tirerò corto.","Che ognuno era presente, non vi abbreviarò."
fiore_201.csv,"Com’i’ v’ò detto, a tutto lor podere","Come vi ho detto, a tutto il loro podere","Come vi ho esposto, a tutta la loro proprietà"
fiore_201.csv,Lo Dio d’Amor et la sua Baronia,Dio d'Amore e la sua baronia,Divinità della Benevolenza e il suo principato
fiore_201.csv,"Presti eran tutti a far senn’e follia,","Presto erano pronti a fare follia,",In fretta erano preparati a commettere pazzie.
fiore_201.csv,Per aconpiérmi tutto ’l mio volere.,Per compiere tutto il mio volere.,Per realizzare tutti i miei desideri.
fiore_201.csv,Allor pensai s’i’ potesse vedere,Allora pensai se potessi vedere,Allora riflettetti se avrei potuto osservare
fiore_201.csv,Dolze-Riguardo per cosa che sia:,Dolze-Riguardo per qualsiasi cosa.,Dolce-In relazione a qualsiasi cosa.
fiore_201.csv,"Inmantenente Amor a me lo ’nvia,","Immediatamente Amore me lo inviò,",Subito Amore me lo spedì.
fiore_201.csv,Di che mi fecie molto gran piaciere.,Che mi fecie molto gran piacere.,Che mi diede grandissimo piacere.
fiore_201.csv,"E que’ sì mi mostrò Bellacoglienza,","E quella mi mostrò Bellacoglienza,","E quella mi mostrò Cortesia,"
fiore_201.csv,"Che ’nmantenente venne a salutarmi,",Che immediatamente venne a salutarmi,Che subito venne a salutarmi
fiore_201.csv,E sì mi fecie grande proferenza;,E mi fece grande piacere;,E mi procurò grande soddisfazione.
fiore_201.csv,E po’ sì cominciò a merziarmi,E poi cominciò a compiacersi,Quindi iniziò ad essere soddisfatto.
fiore_201.csv,"Delle mie gioie, di ch’ell’avea voglenza","Delle mie gioie, di cui aveva desiderio,"," ha godutoDelle mie soddisfazioni, di cui aveva bramato, ha gioito."
fiore_201.csv,Di quel presente ancor guiderdonarmi.,Ancora voleva compensarmi per il presente.,Ancora desiderava ricompensarmi per il dono.
fiore_202.csv,"I’ le dissi: «Madonna, grazie rendo","Io le dissi: ""Signora, grazie molte","""Io le espressi: ""Dama, gratitudine grande""."
fiore_202.csv,"A voi, quando prender le degniaste,","A voi, per quando avete preso,"," è stato dato un premioA voi, per il vostro acquisto, è stato elargito un ricompensa."
fiore_202.csv,Ché tanto forte me ne consolaste,Perché mi avete consolato così tanto forte,?Perché mi avete rincuorato così tanto vigorosamente?
fiore_202.csv,C’a pena mai magior gioia atendo;,Che a malapena aspetto una gioia maggiore;,Appena auspicio una letizia più grande.
fiore_202.csv,"E, s’i’ l’ò mai, da voi aver l’atendo.","E, se mai l'avrò, la aspetto da voi.","E, in caso di necessità, lo attendo da voi."
fiore_202.csv,"Sì c’a me piacie se ciò, che pigliaste,","In modo che mi piace se quello che avete preso,",In maniera che mi soddisfi se ciò che avete acquistato.
fiore_202.csv,"O la persona mia ancora ingagiaste,","O vi siete impegnati ancora con me,"," o vi siete dedicati ancora a meO vi siete applicati ancora con me, o vi siete consacrati ancora a me."
fiore_202.csv,"O la vendeste, mai non vi contendo».","O lo avete venduto, non vi contrasterò"".","O lo avete venduto, non mi opporrò."
fiore_202.csv,Quella mi disse: «Molto gran merzede.,"Lei mi disse: ""Molto grande merito.","Lei mi dichiarò: ""Encomiabile merito""."
fiore_202.csv,"Di me, vi dico, fate ’l somigliante","Di me, vi dico, fate come merita","Di me, vi dico, fate come si conviene."
fiore_202.csv,"C’a bene e a onore i’ v’amo, a•ffede».","Che vi amo con affetto e onore"".",Che vi amo con tenerezza e venerazione.
fiore_202.csv,Delle sue cose i’ non fu’ rifusante;,"Non fui riluttante alle sue cose,",Non mi opposi alle sue cose.
fiore_202.csv,"Ma spesso falla ciò, che ’l folle crede:",Ma spesso succede quello che il folle crede:,Spesso ciò che l'insensato sostiene si avvera.
fiore_202.csv,Così avenne al buon di ser Durante.,Così accadde al buon Ser Durante.,"Ebbene, Ser Durante conobbe un simile destino."
fiore_203.csv,"Quand’i’ vidi l’oferta, che faciea,","Quando vidi l'offerta che faceva,"," decisi di prendere.Quando osservai l'opzione che proponeva, optai per acquistare."
fiore_203.csv,Del fatto mi’ credett’eser ciertano:,del fatto che mi credessi certo,della mia credibilità sicura
fiore_203.csv,"Allor sì volli al Fior porre la mano,",Allora si volle porre la mano a Fiore,Allora si decise di aiutare Fiore
fiore_203.csv,Che molto ringrossato   mi parea.,Che mi sembrava molto ingrandito.,Che mi sembrava molto esagerato.
fiore_203.csv,Lo Schifo sopra me forte correa,Lo Schifo correva forte su di me,La Ripugnanza correva velocemente su di me.
fiore_203.csv,"Diciendo: «Trat’adietro, mal villano,","Dicendo: ""Indietro, malvagio,"," indietro!""Gridando: ""Lontano, maligno, lontano!"""
fiore_203.csv,"Che•sse m’aiuti Idio e san Giermano,","Che mi aiutino Dio e san Germano,",Che mi assistano Dio e santo Germano.
fiore_203.csv,"I’ non son or quel, ch’i’ esser solea.",Io non sono più quello che ero sola.,Io non sono più me stesso/a come ero in precedenza.
fiore_203.csv,E ’l Diavol sì ti ci à ora menato:,E il Diavolo ti ha condotto qui ora:,E Satana ti ha portato qui adesso.
fiore_203.csv,"Se mi trovasti a l’altra volta lento,","Se mi hai trovato lento l'altra volta,"," stavolta sarò più veloceSe mi hai trovato laggiù la volta scorsa, questa volta sarò più rapido."
fiore_203.csv,Or  sie ciertan   ch’i’ ti parrò canbiato.,Ora sii certo che ti parlerò cambiato.,Ora sii assolutamente convinto che ti rivolgerò la parola trasformato.
fiore_203.csv,Me’ ti varria che fossi a Benivento!».,"Ti sarebbe stato meglio se fossi a Benevento!"".",Ti sarebbe stato vantaggioso se fossi a Benevento!
fiore_203.csv,"Allora ’l capezal m’ebe pigliato,",Allora mi afferrò il capo,Allora mi afferro' la testa.
fiore_203.csv,E domandò chi era mi’ guarento.,E domandò chi era il mio garante.,Chiese chi fosse il mio garante.
fiore_204.csv,"Po’ sentì ’l fatto Vergognia e Paura,","Poi sentii il fatto Vergogna e Paura,",Allora provai Sensibilità e Apprensione.
fiore_204.csv,"Quand’ell’udiron quel villan gridare,","Quando udirono quel villano gridare,"," gli abitanti impallidironoQuando udirono quel malvagio urlare, gli abitanti sbiancarono."
fiore_204.csv,"Ciascuna sì vi corse a•llui aitare,","Ciascuna corse ad aiutare lui,",Ciascuna sfrecciò per prestargli aiuto.
